spatial_unit,year,Number of Permanent Beds per 100 inhabitants,area_km2,arrivals,arrivals_per_100,arrivals_per_km2,avg_nights_per_arrival,avg_nights_per_bed,beds_per_km2,nights,nights_per_100,nights_per_km2,permanent_beds,pop_per_km2,population_census,spatial_level,county_key
Sveti Lovreč,2021,95.0,31.65,6491.0,676.1,205.1,8.1,57.5,28.8,52401.0,5458.4,1655.6,912.0,30.0,960.0,municipality,sveti lovrec
Sveti Lovreč,2022,86.5,31.65,6651.0,692.8,210.1,8.7,70.0,26.2,58065.0,6048.4,1834.6,830.0,30.0,960.0,municipality,sveti lovrec
Sveti Lovreč,2023,91.0,31.65,7123.0,742.0,225.1,8.0,65.0,27.6,56821.0,5918.9,1795.3,874.0,30.0,960.0,municipality,sveti lovrec
Sveti Lovreč,2024,96.4,31.65,7936.0,826.7,250.7,7.9,68.1,29.2,62993.0,6561.8,1990.3,925.0,30.0,960.0,municipality,sveti lovrec
Sveti Martin na Muri,2021,36.1,25.31,42153.0,1763.0,1665.5,2.4,116.1,34.1,100167.0,4189.3,3957.6,863.0,94.0,2391.0,municipality,sveti martin na muri
Sveti Martin na Muri,2022,34.7,25.31,57773.0,2416.3,2282.6,2.4,168.9,32.8,140013.0,5855.8,5531.9,829.0,94.0,2391.0,municipality,sveti martin na muri
Sveti Martin na Muri,2023,37.9,25.31,61109.0,2555.8,2414.4,2.4,161.8,35.8,146575.0,6130.3,5791.2,906.0,94.0,2391.0,municipality,sveti martin na muri
Sveti Martin na Muri,2024,37.3,25.31,63290.0,2647.0,2500.6,2.3,166.3,35.2,148160.0,6196.6,5853.8,891.0,94.0,2391.0,municipality,sveti martin na muri
Sveti Petar Orehovec,2021,,91.04,,,,,,,,,,,43.0,3942.0,municipality,sveti petar orehovec
Sveti Petar Orehovec,2022,,91.04,,,,,,,,,,,43.0,3942.0,municipality,sveti petar orehovec
Sveti Petar Orehovec,2023,,91.04,,,,,,,,,,,43.0,3942.0,municipality,sveti petar orehovec
Sveti Petar Orehovec,2024,,91.04,,,,,,,,,,,43.0,3942.0,municipality,sveti petar orehovec
Sveti Petar u Šumi,2021,29.9,14.23,2514.0,239.2,176.7,8.7,69.4,22.1,21791.0,2073.4,1531.3,314.0,73.0,1051.0,municipality,sveti petar u sumi
Sveti Petar u Šumi,2022,31.7,14.23,3088.0,293.8,217.0,8.6,80.2,23.4,26708.0,2541.2,1876.9,333.0,73.0,1051.0,municipality,sveti petar u sumi
Sveti Petar u Šumi,2023,32.0,14.23,3037.0,289.0,213.4,8.8,79.8,23.6,26815.0,2551.4,1884.4,336.0,73.0,1051.0,municipality,sveti petar u sumi
Sveti Petar u Šumi,2024,33.1,14.23,3130.0,297.8,220.0,8.6,77.6,24.5,27009.0,2569.8,1898.0,348.0,73.0,1051.0,municipality,sveti petar u sumi
Sveti Đurđ,2021,,45.87,,,,,,,,,,,72.0,3326.0,municipality,sveti durd
Sveti Đurđ,2022,0.1,45.87,,,,,,0.0,,,,2.0,72.0,3326.0,municipality,sveti durd
Sveti Đurđ,2023,0.1,45.87,,,,,,0.0,,,,2.0,72.0,3326.0,municipality,sveti durd
Sveti Đurđ,2024,0.1,45.87,,,,,,0.0,,,,2.0,72.0,3326.0,municipality,sveti durd
Svetvinčenat,2021,102.1,79.62,17847.0,819.0,224.2,8.6,68.6,27.9,152665.0,7006.2,1917.4,2225.0,27.0,2179.0,municipality,svetvincenat
Svetvinčenat,2022,112.9,79.62,21495.0,986.5,270.0,8.6,75.5,30.9,185717.0,8523.0,2332.5,2460.0,27.0,2179.0,municipality,svetvincenat
Svetvinčenat,2023,118.7,79.62,22518.0,1033.4,282.8,8.2,71.0,32.5,183683.0,8429.7,2307.0,2587.0,27.0,2179.0,municipality,svetvincenat
Svetvinčenat,2024,124.8,79.62,24131.0,1107.4,303.1,8.0,70.6,34.1,191974.0,8810.2,2411.1,2719.0,27.0,2179.0,municipality,svetvincenat
Tar-Vabriga - Torre-Abrega,2021,917.5,27.11,183509.0,8543.2,6769.1,8.1,75.1,726.9,1479075.0,68858.2,54558.3,19707.0,79.0,2148.0,municipality,tar vabriga torre abrega
Tar-Vabriga - Torre-Abrega,2022,934.2,27.11,253637.0,11808.1,9355.8,7.4,93.4,740.2,1873753.0,87232.4,69116.7,20067.0,79.0,2148.0,municipality,tar vabriga torre abrega
Tar-Vabriga - Torre-Abrega,2023,948.1,27.11,270989.0,12615.9,9995.9,7.0,93.4,751.2,1901241.0,88512.2,70130.6,20366.0,79.0,2148.0,municipality,tar vabriga torre abrega
Tar-Vabriga - Torre-Abrega,2024,952.4,27.11,260567.0,12130.7,9611.5,7.0,88.8,754.6,1816694.0,84576.1,67012.0,20458.0,79.0,2148.0,municipality,tar vabriga torre abrega
Tinjan,2021,55.2,52.75,7727.0,446.9,146.5,8.4,68.3,18.1,65199.0,3770.9,1236.0,955.0,32.0,1729.0,municipality,tinjan
Tinjan,2022,64.3,52.75,9686.0,560.2,183.6,8.5,74.3,21.1,82512.0,4772.2,1564.2,1111.0,32.0,1729.0,municipality,tinjan
Tinjan,2023,65.9,52.75,9378.0,542.4,177.8,8.4,69.2,21.6,78878.0,4562.1,1495.3,1140.0,32.0,1729.0,municipality,tinjan
Tinjan,2024,66.3,52.75,9529.0,551.1,180.6,8.1,67.1,21.7,76902.0,4447.8,1457.9,1146.0,32.0,1729.0,municipality,tinjan
Tisno,2021,368.8,66.53,77902.0,2678.9,1170.9,7.4,53.8,161.2,577115.0,19845.8,8674.5,10724.0,43.0,2908.0,municipality,tisno
Tisno,2022,375.5,66.53,90211.0,3102.2,1355.9,7.4,61.1,164.1,667591.0,22957.0,10034.4,10919.0,43.0,2908.0,municipality,tisno
Tisno,2023,379.3,66.53,95991.0,3300.9,1442.8,7.0,61.1,165.8,673689.0,23166.7,10126.1,11030.0,43.0,2908.0,municipality,tisno
Tisno,2024,380.1,66.53,94588.0,3252.7,1421.7,7.1,60.8,166.1,671662.0,23097.0,10095.6,11052.0,43.0,2908.0,municipality,tisno
Tkon,2021,204.0,14.87,10118.0,1352.7,680.4,8.9,59.1,102.6,90247.0,12065.1,6069.1,1526.0,50.0,748.0,municipality,tkon
Tkon,2022,205.1,14.87,11312.0,1512.3,760.7,8.6,63.8,103.2,97844.0,13080.7,6580.0,1534.0,50.0,748.0,municipality,tkon
Tkon,2023,206.0,14.87,11078.0,1481.0,745.0,8.7,62.2,103.6,95826.0,12811.0,6444.3,1541.0,50.0,748.0,municipality,tkon
Tkon,2024,209.9,14.87,11081.0,1481.4,745.2,8.8,61.8,105.6,96978.0,12965.0,6521.7,1570.0,50.0,748.0,municipality,tkon
Tompojevci,2021,,72.44,,,,,,,,,,,15.0,1116.0,municipality,tompojevci
Tompojevci,2022,,72.44,,,,,,,,,,,15.0,1116.0,municipality,tompojevci
Tompojevci,2023,,72.44,,,,,,,,,,,15.0,1116.0,municipality,tompojevci
Tompojevci,2024,,72.44,,,,,,,,,,,15.0,1116.0,municipality,tompojevci
Topusko,2021,12.4,198.68,,,,,,1.4,,,,275.0,11.0,2222.0,municipality,topusko
Topusko,2022,12.8,198.68,,,,,,1.4,,,,284.0,11.0,2222.0,municipality,topusko
Topusko,2023,13.6,198.68,4648.0,209.2,23.4,4.1,62.5,1.5,18951.0,852.9,95.4,303.0,11.0,2222.0,municipality,topusko
Topusko,2024,13.1,198.68,,,,,,1.5,,,,290.0,11.0,2222.0,municipality,topusko
Tordinci,2021,1.1,50.19,,,,,,0.4,,,,18.0,33.0,1657.0,municipality,tordinci
Tordinci,2022,1.1,50.19,,,,,,0.4,,,,18.0,33.0,1657.0,municipality,tordinci
Tordinci,2023,1.1,50.19,,,,,,0.4,,,,18.0,33.0,1657.0,municipality,tordinci
Tordinci,2024,1.3,50.19,512.0,30.9,10.2,1.9,44.0,0.4,967.0,58.4,19.3,22.0,33.0,1657.0,municipality,tordinci
Tounj,2021,11.0,96.11,1136.0,113.4,11.8,2.5,25.6,1.1,2819.0,281.3,29.3,110.0,10.0,1002.0,municipality,tounj
Tounj,2022,10.6,96.11,1137.0,113.5,11.8,2.8,29.6,1.1,3133.0,312.7,32.6,106.0,10.0,1002.0,municipality,tounj
Tounj,2023,296.0,96.11,4109.0,410.1,42.8,5.3,7.3,30.9,21577.0,2153.4,224.5,2966.0,10.0,1002.0,municipality,tounj
Tounj,2024,441.2,96.11,3229.0,322.3,33.6,5.0,3.7,46.0,16210.0,1617.8,168.7,4421.0,10.0,1002.0,municipality,tounj
Tovarnik,2021,0.5,64.5,,,,,,0.2,,,,10.0,32.0,2067.0,municipality,tovarnik
Tovarnik,2022,0.5,64.5,,,,,,0.2,,,,10.0,32.0,2067.0,municipality,tovarnik
Tovarnik,2023,0.5,64.5,,,,,,0.2,,,,10.0,32.0,2067.0,municipality,tovarnik
Tovarnik,2024,0.8,64.5,,,,,,0.2,,,,16.0,32.0,2067.0,municipality,tovarnik
Tribunj,2021,169.2,15.28,18164.0,1139.5,1188.7,7.7,51.9,176.5,139900.0,8776.7,9155.8,2697.0,104.0,1594.0,municipality,tribunj
Tribunj,2022,164.7,15.28,20282.0,1272.4,1327.4,7.7,59.2,171.8,155520.0,9756.6,10178.0,2625.0,104.0,1594.0,municipality,tribunj
Tribunj,2023,168.5,15.28,21093.0,1323.3,1380.4,7.3,57.7,175.8,154861.0,9715.2,10134.9,2686.0,104.0,1594.0,municipality,tribunj
Tribunj,2024,164.4,15.28,19833.0,1244.2,1298.0,7.4,55.7,171.5,145949.0,9156.1,9551.6,2621.0,104.0,1594.0,municipality,tribunj
Trilj,2021,5.4,267.98,2109.0,25.8,7.9,6.8,32.1,1.7,14266.0,174.4,53.2,445.0,30.0,8182.0,municipality,trilj
Trilj,2022,5.0,267.98,2694.0,32.9,10.1,6.5,42.5,1.5,17479.0,213.6,65.2,411.0,30.0,8182.0,municipality,trilj
Trilj,2023,5.4,267.98,3754.0,45.9,14.0,5.1,43.5,1.6,19249.0,235.3,71.8,442.0,30.0,8182.0,municipality,trilj
Trilj,2024,5.8,267.98,4218.0,51.6,15.7,5.0,44.4,1.8,20998.0,256.6,78.4,473.0,30.0,8182.0,municipality,trilj
Trnava,2021,1.0,82.85,,,,,,0.2,,,,13.0,15.0,1251.0,municipality,trnava
Trnava,2022,1.0,82.85,,,,,,0.2,,,,13.0,15.0,1251.0,municipality,trnava
Trnava,2023,1.4,82.85,,,,,,0.2,,,,17.0,15.0,1251.0,municipality,trnava
Trnava,2024,1.4,82.85,,,,,,0.2,,,,17.0,15.0,1251.0,municipality,trnava
Trnovec Bartolovečki,2021,,38.68,,,,,,,,,,,158.0,6145.0,municipality,trnovec bartolovecki
Trnovec Bartolovečki,2022,0.1,38.68,,,,,,0.1,,,,4.0,158.0,6145.0,municipality,trnovec bartolovecki
Trnovec Bartolovečki,2023,0.1,38.68,,,,,,0.1,,,,4.0,158.0,6145.0,municipality,trnovec bartolovecki
Trnovec Bartolovečki,2024,0.1,38.68,,,,,,0.2,,,,8.0,158.0,6145.0,municipality,trnovec bartolovecki
Trogir,2021,65.2,39.27,89701.0,723.8,2284.2,4.9,54.2,205.8,437940.0,3533.8,11152.0,8081.0,315.0,12393.0,municipality,trogir
Trogir,2022,68.6,39.27,127169.0,1026.1,3238.3,4.4,66.2,216.5,562694.0,4540.4,14328.9,8503.0,315.0,12393.0,municipality,trogir
Trogir,2023,71.2,39.27,145564.0,1174.6,3706.7,4.1,67.2,224.7,592995.0,4784.9,15100.5,8825.0,315.0,12393.0,municipality,trogir
Trogir,2024,73.6,39.27,150728.0,1216.2,3838.2,4.1,66.9,232.3,610842.0,4928.9,15554.9,9124.0,315.0,12393.0,municipality,trogir
Trpanj,2021,189.2,35.57,11570.0,1694.0,325.3,7.5,67.5,36.3,87244.0,12773.6,2452.7,1292.0,19.0,683.0,municipality,trpanj
Trpanj,2022,186.8,35.57,14396.0,2107.8,404.7,6.9,77.5,35.9,98901.0,14480.4,2780.5,1276.0,19.0,683.0,municipality,trpanj
Trpanj,2023,194.0,35.57,16831.0,2464.3,473.2,6.2,79.0,37.3,104642.0,15320.9,2941.9,1325.0,19.0,683.0,municipality,trpanj
Trpanj,2024,195.9,35.57,17731.0,2596.0,498.5,6.4,85.2,37.6,113975.0,16687.4,3204.2,1338.0,19.0,683.0,municipality,trpanj
Trpinja,2021,,122.81,,,,,,,,,,,33.0,4167.0,municipality,trpinja
Trpinja,2022,,122.81,,,,,,,,,,,33.0,4167.0,municipality,trpinja
Trpinja,2023,,122.81,,,,,,,,,,,33.0,4167.0,municipality,trpinja
Trpinja,2024,,122.81,,,,,,,,,,,33.0,4167.0,municipality,trpinja
Tuhelj,2021,45.7,23.92,56088.0,2745.4,2344.8,2.4,143.5,39.0,134035.0,6560.7,5603.5,934.0,85.0,2043.0,municipality,tuhelj
Tuhelj,2022,45.0,23.92,66614.0,3260.6,2784.9,2.5,181.6,38.5,167086.0,8178.5,6985.2,920.0,85.0,2043.0,municipality,tuhelj
Tuhelj,2023,44.5,23.92,70021.0,3427.4,2927.3,2.5,195.3,38.0,177489.0,8687.7,7420.1,909.0,85.0,2043.0,municipality,tuhelj
Tuhelj,2024,45.4,23.92,69363.0,3395.2,2899.8,2.5,186.2,38.8,172583.0,8447.5,7215.0,927.0,85.0,2043.0,municipality,tuhelj
Tučepi,2021,429.7,22.48,98192.0,5398.1,4368.0,6.6,82.4,347.7,644396.0,35425.8,28665.3,7816.0,80.0,1819.0,municipality,tucepi
Tučepi,2022,432.7,22.48,124605.0,6850.2,5542.9,6.2,98.0,350.1,771571.0,42417.3,34322.6,7870.0,80.0,1819.0,municipality,tucepi
Tučepi,2023,429.9,22.48,145769.0,8013.7,6484.4,5.5,103.2,347.9,807155.0,44373.6,35905.5,7820.0,80.0,1819.0,municipality,tucepi
Tučepi,2024,437.5,22.48,153637.0,8446.2,6834.4,5.4,104.5,354.0,831339.0,45703.1,36981.3,7959.0,80.0,1819.0,municipality,tucepi
Udbina,2021,4.0,685.76,476.0,35.7,0.7,2.6,23.3,0.1,1259.0,94.4,1.8,54.0,1.0,1334.0,municipality,udbina
Udbina,2022,4.9,685.76,1015.0,76.1,1.5,2.4,38.0,0.1,2470.0,185.2,3.6,65.0,1.0,1334.0,municipality,udbina
Udbina,2023,4.4,685.76,1091.0,81.8,1.6,2.7,49.8,0.1,2940.0,220.4,4.3,59.0,1.0,1334.0,municipality,udbina
Udbina,2024,4.1,685.76,877.0,65.7,1.3,2.8,44.1,0.1,2423.0,181.6,3.5,55.0,1.0,1334.0,municipality,udbina
Umag -Umago,2021,205.0,82.18,334283.0,2632.4,4067.7,5.6,72.5,316.7,1887636.0,14864.4,22969.5,26030.0,154.0,12699.0,municipality,umag umago
Umag -Umago,2022,209.9,82.18,503189.0,3962.4,6123.0,5.2,97.4,324.3,2596321.0,20445.1,31593.1,26650.0,154.0,12699.0,municipality,umag umago
Umag -Umago,2023,214.0,82.18,542446.0,4271.6,6600.7,5.0,99.0,330.7,2689153.0,21176.1,32722.7,27176.0,154.0,12699.0,municipality,umag umago
Umag -Umago,2024,217.6,82.18,543592.0,4280.6,6614.7,4.9,96.5,336.3,2666930.0,21001.1,32452.3,27637.0,154.0,12699.0,municipality,umag umago
Unešić,2021,5.4,188.92,378.0,29.8,2.0,8.7,48.2,0.4,3277.0,258.2,17.3,68.0,6.0,1269.0,municipality,unesic
Unešić,2022,6.8,188.92,497.0,39.2,2.6,9.6,55.5,0.5,4775.0,376.3,25.3,86.0,6.0,1269.0,municipality,unesic
Unešić,2023,7.7,188.92,611.0,48.1,3.2,8.4,52.3,0.5,5121.0,403.5,27.1,98.0,6.0,1269.0,municipality,unesic
Unešić,2024,9.6,188.92,658.0,51.9,3.5,8.8,47.5,0.6,5792.0,456.4,30.7,122.0,6.0,1269.0,municipality,unesic
Valpovo,2021,1.3,141.19,1446.0,14.8,10.2,2.4,26.0,0.9,3438.0,35.1,24.4,132.0,69.0,9784.0,municipality,valpovo
Valpovo,2022,1.3,141.19,983.0,10.0,7.0,2.4,19.3,0.9,2375.0,24.3,16.8,123.0,69.0,9784.0,municipality,valpovo
Valpovo,2023,1.8,141.19,1492.0,15.2,10.6,2.1,17.9,1.2,3099.0,31.7,21.9,173.0,69.0,9784.0,municipality,valpovo
Valpovo,2024,1.7,141.19,1075.0,11.0,7.6,1.9,11.8,1.2,2010.0,20.5,14.2,170.0,69.0,9784.0,municipality,valpovo
Varaždin,2021,3.4,59.88,25630.0,58.5,428.0,2.1,35.6,25.1,53440.0,122.1,892.5,1502.0,731.0,43782.0,municipality,varazdinska
Varaždin,2022,4.4,59.88,34221.0,78.2,571.5,2.0,35.0,32.1,67241.0,153.6,1122.9,1920.0,731.0,43782.0,municipality,varazdinska
Varaždin,2023,4.5,59.88,41518.0,94.8,693.4,1.9,41.0,32.7,80340.0,183.5,1341.7,1959.0,731.0,43782.0,municipality,varazdinska
Varaždin,2024,4.6,59.88,44566.0,101.8,744.3,1.8,40.5,33.5,81186.0,185.4,1355.8,2007.0,731.0,43782.0,municipality,varazdinska
Varaždinske Toplice,2021,15.4,79.15,7938.0,143.4,100.3,2.9,26.7,10.7,22662.0,409.3,286.3,850.0,69.0,5537.0,municipality,varazdinske toplice
Varaždinske Toplice,2022,15.5,79.15,12683.0,229.1,160.2,3.6,52.6,10.8,45066.0,813.9,569.4,857.0,69.0,5537.0,municipality,varazdinske toplice
Varaždinske Toplice,2023,14.6,79.15,13847.0,250.1,174.9,4.0,69.3,10.2,55954.0,1010.5,706.9,807.0,69.0,5537.0,municipality,varazdinske toplice
Varaždinske Toplice,2024,16.9,79.15,15087.0,272.5,190.6,4.3,68.4,11.9,64149.0,1158.6,810.5,938.0,69.0,5537.0,municipality,varazdinske toplice
Vela Luka,2021,72.2,42.84,22173.0,587.8,517.6,6.7,54.5,63.5,148475.0,3936.2,3465.8,2722.0,88.0,3772.0,municipality,vela luka
Vela Luka,2022,74.2,42.84,26243.0,695.7,612.6,6.5,60.6,65.3,169591.0,4496.0,3958.7,2797.0,88.0,3772.0,municipality,vela luka
Vela Luka,2023,72.1,42.84,26758.0,709.4,624.6,6.3,61.8,63.4,167947.0,4452.5,3920.3,2718.0,88.0,3772.0,municipality,vela luka
Vela Luka,2024,74.0,42.84,27633.0,732.6,645.0,6.2,61.3,65.2,171154.0,4537.5,3995.2,2792.0,88.0,3772.0,municipality,vela luka
Velika,2021,4.8,154.88,2375.0,52.8,15.3,2.3,25.5,1.4,5524.0,122.7,35.7,217.0,29.0,4502.0,municipality,velika
Velika,2022,5.3,154.88,3818.0,84.8,24.7,2.1,33.4,1.5,7989.0,177.5,51.6,239.0,29.0,4502.0,municipality,velika
Velika,2023,5.8,154.88,4139.0,91.9,26.7,2.1,32.9,1.7,8515.0,189.1,55.0,259.0,29.0,4502.0,municipality,velika
Velika,2024,5.9,154.88,3988.0,88.6,25.7,1.9,28.8,1.7,7688.0,170.8,49.6,267.0,29.0,4502.0,municipality,velika
Velika Gorica,2021,0.9,326.67,23161.0,37.9,70.9,1.7,67.2,1.8,38697.0,63.4,118.5,576.0,186.0,61075.0,municipality,velika gorica
Velika Gorica,2022,1.0,326.67,39201.0,64.2,120.0,1.7,104.8,1.9,65098.0,106.6,199.3,621.0,186.0,61075.0,municipality,velika gorica
Velika Gorica,2023,1.2,326.67,49367.0,80.8,151.1,1.5,104.5,2.2,74268.0,121.6,227.3,711.0,186.0,61075.0,municipality,velika gorica
Velika Gorica,2024,1.4,326.67,60946.0,99.8,186.6,1.5,107.4,2.6,90074.0,147.5,275.7,839.0,186.0,61075.0,municipality,velika gorica
Velika Kopanica,2021,0.4,74.29,,,,,,0.1,,,,11.0,35.0,2621.0,municipality,velika kopanica
Velika Kopanica,2022,1.4,74.29,,,,,,0.5,,,,38.0,35.0,2621.0,municipality,velika kopanica
Velika Kopanica,2023,0.4,74.29,,,,,,0.1,,,,11.0,35.0,2621.0,municipality,velika kopanica
Velika Kopanica,2024,0.1,74.29,,,,,,0.0,,,,2.0,35.0,2621.0,municipality,velika kopanica
Velika Ludina,2021,0.4,102.88,,,,,,0.1,,,,10.0,22.0,2283.0,municipality,velika ludina
Velika Ludina,2022,0.4,102.88,,,,,,0.1,,,,10.0,22.0,2283.0,municipality,velika ludina
Velika Ludina,2023,0.5,102.88,,,,,,0.1,,,,12.0,22.0,2283.0,municipality,velika ludina
Velika Ludina,2024,1.6,102.88,949.0,41.6,9.2,2.3,58.0,0.4,2145.0,94.0,20.8,37.0,22.0,2283.0,municipality,velika ludina
Velika Pisanica,2021,1.8,84.01,,,,,,0.3,,,,23.0,15.0,1313.0,municipality,velika pisanica
Velika Pisanica,2022,5.7,84.01,221.0,16.8,2.6,2.2,6.4,0.9,480.0,36.6,5.7,75.0,15.0,1313.0,municipality,velika pisanica
Velika Pisanica,2023,2.2,84.01,,,,,,0.3,,,,29.0,15.0,1313.0,municipality,velika pisanica
Velika Pisanica,2024,2.8,84.01,214.0,16.3,2.5,2.6,15.1,0.4,560.0,42.7,6.7,37.0,15.0,1313.0,municipality,velika pisanica
Velika Trnovitica,2021,,60.62,,,,,,,,,,,17.0,1091.0,municipality,velika trnovitica
Velika Trnovitica,2022,0.3,60.62,,,,,,0.0,,,,3.0,17.0,1091.0,municipality,velika trnovitica
Velika Trnovitica,2023,0.3,60.62,,,,,,0.0,,,,3.0,17.0,1091.0,municipality,velika trnovitica
Velika Trnovitica,2024,0.3,60.62,,,,,,0.0,,,,3.0,17.0,1091.0,municipality,velika trnovitica
Veliki Bukovec,2021,0.8,23.19,,,,,,0.4,,,,10.0,57.0,1325.0,municipality,veliki bukovec
Veliki Bukovec,2022,0.8,23.19,,,,,,0.4,,,,10.0,57.0,1325.0,municipality,veliki bukovec
Veliki Bukovec,2023,0.8,23.19,,,,,,0.4,,,,10.0,57.0,1325.0,municipality,veliki bukovec
Veliki Bukovec,2024,0.8,23.19,,,,,,0.4,,,,10.0,57.0,1325.0,municipality,veliki bukovec
Veliki Grđevac,2021,,169.31,,,,,,,,,,,13.0,2316.0,municipality,veliki grdevac
Veliki Grđevac,2022,,169.31,,,,,,,,,,,13.0,2316.0,municipality,veliki grdevac
Veliki Grđevac,2023,,169.31,,,,,,,,,,,13.0,2316.0,municipality,veliki grdevac
Veliki Grđevac,2024,0.3,169.31,,,,,,0.0,,,,7.0,13.0,2316.0,municipality,veliki grdevac
Veliko Trgovišće,2021,1.2,46.69,1435.0,32.3,30.7,1.7,47.8,1.1,2486.0,55.9,53.2,52.0,95.0,4448.0,municipality,veliko trgovisce
Veliko Trgovišće,2022,1.6,46.69,1403.0,31.5,30.0,2.3,45.6,1.5,3190.0,71.7,68.3,70.0,95.0,4448.0,municipality,veliko trgovisce
Veliko Trgovišće,2023,1.4,46.69,1994.0,44.8,42.7,2.0,65.7,1.3,4074.0,91.6,87.3,62.0,95.0,4448.0,municipality,veliko trgovisce
Veliko Trgovišće,2024,1.6,46.69,2118.0,47.6,45.4,2.2,64.6,1.6,4717.0,106.0,101.0,73.0,95.0,4448.0,municipality,veliko trgovisce
Veliko Trojstvo,2021,0.9,65.52,,,,,,0.3,,,,21.0,36.0,2379.0,municipality,veliko trojstvo
Veliko Trojstvo,2022,0.6,65.52,,,,,,0.2,,,,14.0,36.0,2379.0,municipality,veliko trojstvo
Veliko Trojstvo,2023,1.5,65.52,99.0,4.2,1.5,2.6,7.3,0.5,254.0,10.7,3.9,35.0,36.0,2379.0,municipality,veliko trojstvo
Veliko Trojstvo,2024,1.5,65.52,110.0,4.6,1.7,3.8,11.9,0.5,418.0,17.6,6.4,35.0,36.0,2379.0,municipality,veliko trojstvo
Vidovec,2021,0.0,32.08,,,,,,0.1,,,,2.0,153.0,4915.0,municipality,vidovec
Vidovec,2022,0.0,32.08,,,,,,0.1,,,,2.0,153.0,4915.0,municipality,vidovec
Vidovec,2023,0.1,32.08,,,,,,0.2,,,,6.0,153.0,4915.0,municipality,vidovec
Vidovec,2024,0.1,32.08,,,,,,0.2,,,,6.0,153.0,4915.0,municipality,vidovec
Viljevo,2021,,111.35,,,,,,,,,,,14.0,1626.0,municipality,viljevo
Viljevo,2022,,111.35,,,,,,,,,,,14.0,1626.0,municipality,viljevo
Viljevo,2023,,111.35,,,,,,,,,,,14.0,1626.0,municipality,viljevo
Viljevo,2024,,111.35,,,,,,,,,,,14.0,1626.0,municipality,viljevo
Vinica,2021,0.8,32.35,687.0,22.7,21.2,2.4,66.9,0.8,1673.0,55.4,51.7,25.0,93.0,3020.0,municipality,vinica
Vinica,2022,1.0,32.35,767.0,25.4,23.7,2.6,68.3,0.9,1981.0,65.6,61.2,29.0,93.0,3020.0,municipality,vinica
Vinica,2023,1.7,32.35,897.0,29.7,27.7,3.1,55.2,1.5,2760.0,91.4,85.3,50.0,93.0,3020.0,municipality,vinica
Vinica,2024,2.0,32.35,1257.0,41.6,38.9,2.7,56.7,1.9,3404.0,112.7,105.2,60.0,93.0,3020.0,municipality,vinica
Vinkovci,2021,3.1,94.19,16582.0,53.8,176.0,2.0,35.3,10.0,33316.0,108.0,353.7,943.0,327.0,30842.0,municipality,vinkovci
Vinkovci,2022,3.0,94.19,24945.0,80.9,264.8,1.8,49.0,9.9,45577.0,147.8,483.9,930.0,327.0,30842.0,municipality,vinkovci
Vinkovci,2023,2.8,94.19,25101.0,81.4,266.5,1.8,52.5,9.3,46063.0,149.4,489.0,878.0,327.0,30842.0,municipality,vinkovci
Vinkovci,2024,3.1,94.19,28560.0,92.6,303.2,1.8,53.2,10.2,51108.0,165.7,542.6,960.0,327.0,30842.0,municipality,vinkovci
Vinodolska Općina,2021,46.8,152.93,10555.0,327.2,69.0,7.8,54.6,9.9,82463.0,2556.2,539.2,1510.0,21.0,3226.0,municipality,vinodolska opcina
Vinodolska Općina,2022,48.7,152.93,13040.0,404.2,85.3,7.9,65.3,10.3,102490.0,3177.0,670.2,1570.0,21.0,3226.0,municipality,vinodolska opcina
Vinodolska Općina,2023,51.0,152.93,14030.0,434.9,91.7,7.1,60.8,10.8,99998.0,3099.8,653.9,1644.0,21.0,3226.0,municipality,vinodolska opcina
Vinodolska Općina,2024,51.7,152.93,12728.0,394.5,83.2,7.1,54.3,10.9,90644.0,2809.8,592.7,1669.0,21.0,3226.0,municipality,vinodolska opcina
Vir,2021,368.9,22.17,77788.0,2554.6,3508.7,7.6,52.9,506.6,594417.0,19521.1,26811.8,11232.0,137.0,3045.0,municipality,vir
Vir,2022,372.6,22.17,90952.0,2986.9,4102.5,7.5,60.5,511.8,685947.0,22527.0,30940.3,11346.0,137.0,3045.0,municipality,vir
Vir,2023,377.8,22.17,97384.0,3198.2,4392.6,7.3,62.1,518.9,714076.0,23450.8,32209.1,11505.0,137.0,3045.0,municipality,vir
Vir,2024,383.5,22.17,97358.0,3197.3,4391.4,7.2,60.1,526.8,702013.0,23054.6,31665.0,11679.0,137.0,3045.0,municipality,vir
Virje,2021,,78.5,,,,,,,,,,,48.0,3842.0,municipality,virje
Virje,2022,0.2,78.5,,,,,,0.1,,,,6.0,48.0,3842.0,municipality,virje
Virje,2023,0.3,78.5,,,,,,0.1,,,,10.0,48.0,3842.0,municipality,virje
Virje,2024,0.3,78.5,,,,,,0.1,,,,10.0,48.0,3842.0,municipality,virje
Virovitica,2021,0.7,170.67,884.0,4.6,5.2,2.3,15.7,0.7,2000.0,10.4,11.7,127.0,113.0,19302.0,municipality,virovitica
Virovitica,2022,0.7,170.67,1155.0,6.0,6.8,2.0,17.4,0.8,2361.0,12.2,13.8,136.0,113.0,19302.0,municipality,virovitica
Virovitica,2023,0.8,170.67,1419.0,7.4,8.3,2.1,19.7,0.9,2969.0,15.4,17.4,151.0,113.0,19302.0,municipality,virovitica
